sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
672	7.6109	7.6912	9.1841
100033433	0	0	0
675	2.053	4.7393	7.1527
127495	2.4079	0.9157	2.1735
390429	0	0	0
90594	5.218	4.0838	2.8399
442862	0	0.9157	0
283694	0	0	0
57491	3.9235	1.8717	2.9873
1591	1.3645	0	0
10005	9.8761	9.2121	9.2797
23597	9.2255	8.2148	9.5607
641372	4.754	4.5879	4.2551
11332	10.0467	9.6782	9.2709
122970	8.473	8.5097	7.5073
10965	9.4853	10.3538	9.8436
NA	0	0	0
641371	11.0636	11.4401	10.4204
196883	7.8264	5.8734	5.6296
111	4.4764	5.2568	3.8554
112	9.3192	8.6846	10.5586
113	7.0837	7.8438	6.3884
107	9.8867	8.9558	5.4883
108	0	0	0
109	7.5123	7.2801	7.0344
3834	4.1322	3.1665	5.2018
347240	5.982	3.8377	6.9475
55582	3.0155	4.294	4.3121
114	4.575	0	0.4699
115	10.9033	10.1729	10.4861
9493	6.1672	4.5338	9.2482
3835	11.4862	9.8749	10.8449
51528	9.1516	9.3323	8.9964
115273	2.5171	2.6597	3.1834
339122	8.5386	8.6146	9.9124
64710	12.8501	12.7607	12.4345
NA	2.5171	0.9157	2.9873
2908	10.3679	10.9111	10.8686
8572	6.4003	2.1846	2.1586
6580	14.3526	14.919	9.8853
84301	0	6.9961	6.1837
414301	0	0	0
10611	10.8196	12.4492	10.8504
NA	6.0521	6.1505	4.3936
84153	11.6072	9.4644	9.5411
1288	2.053	1.8717	0.8237
NA	11.5226	12.3066	12.306
NA	7.9783	6.85	8.2857
NA	6.7975	7.1128	7.9927
NA	3.9964	5.6624	4.069
140612	3.8466	4.9608	3.1834
80741	5.7484	4.8762	2.9155
7515	9.4995	8.8737	10.023
7517	8.1876	6.2546	8.2696
7516	2.053	2.1846	6.9156
5306	9.561	10.6313	9.9196
7518	5.927	5.9164	7.3864
9124	12.4606	11.5167	11.2099
57154	9.2063	9.2752	10.6826
340578	0	0	0
139170	0.8379	0	0.8237
64750	6.3454	6.9465	7.7013
64581	5.5685	7.2282	5.0424
2679	5.3631	6.8611	5.7167
56917	7.2496	4.2273	4.1338
4212	7.8264	7.9354	9.0819
4211	7.4185	6.5559	6.4721
56134	0	5.2674	3.3159
343069	2.3036	0	2.3987
56135	0	1.4714	0
79862	5.0905	5.1164	5.1243
26502	10.9597	8.7603	10.2314
5544	0	0	0
1493	5.4173	5.3847	4.5909
2935	11.0249	11.1244	11.0985
552891	0	0	1.5254
NA	0	0	0
55103	8.9014	9.9218	8.7848
57708	8.0529	10.0224	8.9228
54531	8.8233	6.9256	7.8435
166968	7.6454	8.9455	8.6209
339768	8.4666	6.1323	2.8399
NA	0	0	0
390195	0	0	0
284729	1.3645	2.6597	0.8237
5948	0.8379	0	0
NA	9.3474	8.8682	9.4547
NA	8.7954	9.5813	9.6941
55601	8.6587	9.8108	6.7908
NA	0	0	0
196394	7.4961	6.6982	6.9156
3812	0.8379	3.5441	1.3448
115653	0	0	0
NA	9.564	7.893	7.9551
NA	0	0	0
NA	3.3853	4.0064	4.2551
84823	9.7654	8.1306	9.7014
3598	2.3036	7.1583	2.0285
3597	11.3849	12.3598	11.9242
4001	9.3474	7.3429	10.2782
987	8.6102	10.1025	9.3691
28957	9.3666	9.5413	8.9568
64949	11.2928	10.3192	10.321
29126	0.8379	4.4189	1.5484
64951	12.0776	10.8809	10.8793
80381	11.009	10.4952	10.9359
56945	9.5774	9.9863	9.6141
51649	10.3774	8.6564	9.5347
54460	12.3688	9.9046	10.131
NA	2.3036	0	0
NA	12.371	12.6408	11.3737
NA	5.4173	0.9157	3.6932
NA	0	0	0
NA	6.2291	2.6597	0.4699
NA	7.5577	10.8228	9.843
51141	8.8774	10.066	9.1529
3596	1.3645	0	0.4699
6606	2.4951	1.5079	0.6399
5525	11.0931	10.7452	11.462
5526	8.0529	7.9817	8.6377
11247	4.6673	1.8717	4.8631
51451	9.3971	7.4638	8.1882
9993	11.3139	10.8186	10.6007
NA	0	0	0
404281	0	4.6816	3.7355
79717	9.9211	10.597	9.2914
NA	9.2425	8.2572	6.9202
10135	10.8587	12.2029	12.1534
339403	1.7494	0	0
4085	6.8477	5.5302	8.6817
54539	13.135	11.4304	11.4849
55811	5.0905	5.2568	4.3936
3742	3.0155	3.8377	0.8237
3743	0	0	0
3739	0	0	0
3741	2.7031	3.3023	1.3448
3737	0.8379	0	0
3738	2.053	5.5576	0.8237
26769	0	0	0
3736	0	0	0.4699
55813	9.5863	8.8573	9.6894
54509	7.1461	6.8197	7.3247
10133	11.9118	11.3655	12.6061
23210	10.1858	8.389	10.0557
635	13.2572	15.1323	9.8616
79946	0	1.4761	1.3491
NA	9.0524	11.5728	8.7111
22882	8.8283	9.637	10.3158
23051	9.64	9.7378	9.8087
339123	11.8056	10.9273	10.4387
11244	8.3179	10.2631	11.2412
NA	2.053	0	0
26254	0	0	0
345611	1.3645	0	0.4699
256126	5.0905	1.8717	3.3561
NA	0.8379	2.1846	0
3600	6.7242	6.1323	5.2609
56914	0	0	0
100129396	0	1.4714	0.4699
80039	0	2.1846	0
120935	2.7031	0	0
339829	0	1.8717	3.2433
31	9.6343	9.0933	11.2738
32	11.9067	12.3669	11.6453
342618	0	0.9157	0
80125	0.8379	0	0
728621	3.2722	3.9245	4.2257
23309	8.9458	8.5546	9.9109
NA	0	1.4714	1.5484
NA	0	0	0
91057	8.4505	6.0382	8.9364
2297	1.3645	1.4714	0.4699
5320	12.4702	9.4412	5.9412
26060	8.6217	9.383	9.0921
55198	8.4569	8.914	9.2546
51201	5.3068	8.0363	8.2313
30814	0	0	0
26279	5.4173	6.2035	2.9155
64600	0	0	0
NA	4.0659	2.1846	3.0102
51072	8.5841	9.1514	9.4787
26255	3.5878	0	3.3008
84460	4.8751	7.1672	8.6433
284129	8.1481	8.103	9.2914
337978	0	0	0
337977	0	0	0
285175	0.8379	2.6597	1.5484
3044	0	0	0
58538	1.7494	0	0.8237
440854	0.8379	1.4714	0.4699
92291	0.8379	1.4714	1.3448
147968	11.8418	7.2916	9.6314
11131	5.1557	2.1846	2.1586
11132	8.6703	7.4854	8.9228
NA	12.9985	10.8707	11.175
51114	10.0141	10.8473	11.2019
NA	10.7315	9.3461	10.0831
NA	1.7494	0.9157	1.3448
NA	8.0742	6.7104	6.5512
23539	2.7031	0.9157	0
81168	0	0	0
23169	9.5244	12.6526	10.1982
2862	0	0	0
1349	12.8325	11.5452	11.7904
1350	13.6985	12.2847	12.5155
NA	5.79	4.3578	6.4908
54938	9.6485	9.0603	9.1441
64711	2.5171	0	0
222537	0	0	0
9951	0	0	0
23191	10.4368	10.9171	11.2972
9956	7.1331	4.0064	5.6519
9957	5.5444	5.2229	4.8439
26999	10.1342	11.7581	10.9134
81888	10.606	10.0453	9.1032
391475	0	0	0
NA	0	0	0.4699
23164	10.1128	9.6641	9.8075
400745	2.3036	0	0.4699
165631	3.4901	4.2273	3.8165
728411	5.9998	5.5845	5.8952
653188	5.5923	4.832	5.5488
NA	0	3.5408	0.8237
8805	9.6025	9.4039	11.3062
NA	8.2031	8.5648	8.3484
NA	0	0	0
NA	4.6588	2.1846	7.1605
NA	5.1931	4.0838	6.0031
NA	0	0	0
55623	8.4176	9.7258	9.1568
57539	6.3172	6.7226	6.8971
6837	9.3509	7.9197	8.9556
8942	9.0673	10.7332	10.5715
26973	5.9082	8.8266	9.7087
137902	1.7494	0.9157	0.8237
64077	11.2589	11.2314	9.9547
4302	10.4788	9.7014	10.2679
NA	0.8379	0.9157	0.8237
7405	8.1601	8.9864	9.1293
4298	10.6255	9.6968	10.0096
4300	5.8305	6.1684	5.3989
23511	9.191	8.7953	9.4688
64761	10.56	9.6922	10.8677
3861	4.6673	0	1.3448
26958	7.8901	6.7702	7.9707
83468	5.8305	4.3578	3.2433
55830	10.2023	10.6029	9.7193
65993	12.1876	10.5585	10.3188
127069	0	0	0
127077	0	0	0
127064	0	0	0
NA	1.7494	3.9245	4.5441
25821	8.738	9.6029	9.6684
4993	0	0	0.4699
11081	0	0	0
NA	2.7031	2.8491	3.6932
741	9.7938	8.0265	7.7893
728963	0	0.9157	1.1077
5967	2.053	0	0.4699
5968	0	0	0.4699
342909	2.3036	4.0064	4.1651
116512	0	0	0
116534	0	0	0
116535	7.5148	8.5478	1.3448
386746	0	0	0
NA	9.9046	10.0838	9.9592
23560	9.0286	8.9788	10.8904
9567	9.9093	9.8529	10.8197
23312	7.2346	8.2191	8.7696
84705	8.5629	7.9091	8.7164
54676	8.9889	8.6564	10.9032
29083	6.8278	7.0369	5.9857
56146	0	0	0
56145	3.6996000000000002	2.0366	0
390992	0	0	0
10380	9.1929	9.4301	9.2093
56141	0	0	0.4699
197259	8.1279	7.3111	7.1051
56143	0	0	0
1973	13.1691	12.7764	13.0349
56140	0	0	0
64111	0	0	0
84875	12.5455	11.6749	10.4501
400757	0	0	0
NA	3.9235	4.6402	2.278
91977	4.575	0.9157	2.7602
607	8.6072	7.3271	9.897
NA	0	0.9157	0
NA	0	0	0
604	8.3356	10.1072	10.0426
390882	0	0	0
390883	0	0	0
602	10.9198	9.9787	11.0298
596	7.2271	7.4046	6.2346
440955	0	0	0
124540	6.2291	5.6369	7.1527
8427	9.657	9.0409	9.8315
414899	0	0	0
92162	7.5148	4.9191	4.7018
1044	3.0155	1.8717	0.4699
5447	13.9605	14.5598	14.2096
79716	10.2081	8.7335	10.2746
1045	0.8379	0	1.3448
79789	9.0502	10.9065	10.3035
1046	0	0	0
NA	0	2.1846	2.9873
79414	9.0757	7.6472	6.7807
57497	3.2722	2.1846	0
57622	5.4436	5.5302	3.4093
90624	7.7173	9.0089	8.1939
10151	7.3224	6.0186	6.8831
158584	6.8962	7.4565	4.9193
4821	0	0	0.8237
9903	8.8031	9.2941	10.0573
7080	0	3.1665	0.4699
137814	0	0	0
79788	1.3645	2.6597	0.8237
644524	0	0	0
1482	0	0.9157	0
23424	8.78	8.6047	8.2928
400818	3.8631	6.27	7.8675
22917	0	0	0.4699
8482	7.2792	6.3674	6.5092
8850	7.8949	10.7143	9.5317
84861	9.5182	8.8434	9.7564
57829	0	0	0
6737	9.0221	9.0816	8.2714
1657	8.0699	9.4829	9.3982
4938	11.373	11.2552	9.3513
7090	9.321	7.3895	9.4922
4940	8.6699	10.3962	9.4218
4939	11.2113	11.2651	7.9596
9807	10.3002	9.1994	9.8806
91754	9.5549	10.6321	10.5232
55824	7.5934	8.4706	10.5798
10413	9.1851	11.1226	10.6838
114790	8.9226	6.7702	8.6708
85480	4.4244	7.6084	6.1115
148545	1.3645	0	0
55336	7.7719	6.3674	5.0494
10407	0	0	0
4534	6.756	9.1211	8.8536
677794	0	0	0
58473	6.9338	6.5145	2.9155
10346	9.4468	10.8632	6.9918
8638	11.1945	10.2036	7.877
881	1.3645	0	0
1455	10.9157	9.616	10.4329
1456	8.0699	9.0311	8.8798
53944	7.4643	6.872	8.0876
1992	9.6612	9.29	11.3456
255239	2.7031	2.1846	0
6317	3.525	0	0
5055	0	0	0
5268	3.2722	1.4714	0.4699
6318	3.5543	0	0
8710	0	0	0
5269	11.7954	10.3886	11.133
219957	0	0	0
143684	7.3917	8.0167	8.3313
199870	6.5653	6.9465	6.4276
219956	0	0	0
84333	9.7337	11.0701	9.5496
1524	4.575	6.1684	3.0557
NA	0	1.4714	5.0254
9500	11.5952	11.8563	12.7724
10916	11.6938	10.8625	12.0214
NA	8.3426	8.5915	9.7963
728239	7.4034	2.1155	2.964
81688	11.6365	11.5249	11.3313
148229	6.6469	4.294	7.0306
NA	10.121	8.6908	9.773
5205	8.3806	9.0626	9.9319
6881	11.4493	9.7922	9.9401
54932	9.1049	7.1937	6.7908
55218	6.9974	7.9968	7.5904
161829	2.053	0	0
79895	6.0175	7.1937	4.5677
401124	1.3645	3.6467	1.1077
6781	4.3145	5.8514	8.0876
8614	5.6156	3.5408	6.3275
26610	7.3295	7.5345	7.8142
55140	9.363	9.8722	10.2296
60494	3.0155	2.1846	1.5484
25893	2.5171	3.5408	1.3448
57168	5.5444	4.294	4.6803
NA	5.4436	2.4416	1.8855
NA	9.2198	8.1487	8.7797
1674	4.575	7.1761	2.3881
26235	7.6109	8.4561	8.4864
151871	0	0	0
359787	0	0	0
7913	10.5905	10.8065	11.7921
283377	10.3952	11.4974	9.4387
23194	7.5086	6.4863	5.8284
55211	0	4.0064	2.3881
340168	0	0	0
54758	9.1338	8.8436	8.5508
NA	8.9987	8.8913	10.0828
23588	10.5009	10.9414	10.002
116138	12.5996	11.3192	11.7043
81793	3.4901	4.5879	2.1586
122773	3.7654	4.7393	4.723
91355	5.927	6.428	7.0263
25934	7.8756	10.1916	8.5938
51271	10.0381	10.6441	10.3318
81844	5.9456	7.5414	8.7296
NA	0	3.4265	0
171023	10.3437	9.3323	10.8579
51426	6.9795	8.6627	9.1203
80816	1.7494	4.294	1.1077
55252	4.754	7.787	8.3704
NA	0	0.9157	1.5484
51020	9.4678	7.9968	8.3295
374659	9.7443	8.6211	8.0567
9880	6.6008	7.5195	7.2617
253461	8.1759	10.1415	10.172
55335	2.053	5.2233	3.6051
3356	0	0	0.4699
NA	0	0	0
3358	0	0	0
3357	6.3594	6.2713	3.7355
128061	7.3985	7.787	7.8411
NA	6.4401	7.7928	3.8165
NA	3.2722	1.4714	0.8237
57733	9.5443	12.2746	8.9078
91351	8.0529	9.2653	6.242
403341	6.3314	7.4046	7.2138
84614	3.1496	4.5338	4.5201
NA	0	0.9157	0
79786	7.6511	8.4742	7.5073
353324	0	0.9157	0
NA	5.5199	3.8377	4.6803
283212	3.1496	0	0.4699
114792	1.3645	3.7454	2.5861
123103	0	1.4714	0.4699
377007	3.1496	1.8717	2.0285
401265	5.2165	3.3023	5.1791
162461	9.5428	5.9987	7.0724
23118	9.3456	11.3508	10.4179
219938	0	0	0
119385	1.7494	2.4416	0.4699
54557	6.2291	7.7001	6.8267
27346	11.744	10.645	12.1657
340359	0	0	0.8237
6449	11.4259	11.005	11.1728
NA	5.218	8.0936	8.0958
10289	9.5564	9.9125	8.6871
79097	0	0	0
NA	8.9412	9.0886	9.8765
4544	0	0	0
6760	10.6132	10.7082	9.5399
54765	7.9418	9.573	9.7951
NA	8.4762	8.1931	9.199
287015	0	0	0
51311	4.1322	6.2378	3.6046
135644	0.8379	0	4.723
90933	10.0456	9.4301	9.5161
3712	12.4051	13.2014	11.5723
387332	0	0	0
NA	9.5275	9.3083	9.3816
NA	10.3366	9.7393	9.4727
5830	10.0305	10.6167	10.6905
NA	8.6587	6.3361	6.2566
5190	11.1045	9.6257	10.4838
3713	1.7494	0	0
83998	2.8677	1.4714	0.8237
6328	1.3645	2.4416	2.5861
7189	5.7271	7.4854	6.3884
NA	11.8417	11.5233	11.7129
55800	3.5878	0.9157	0.8237
90952	9.7938	8.7031	9.147
5518	12.6579	11.9315	12.6311
64168	4.3705	4.0064	5.7061
51455	8.1992	8.7093	8.9623
29844	10.0115	7.9411	8.2092
57471	2.5171	2.6597	1.1077
55662	9.1355	8.6564	9.0083
1636	6.4401	6.8277	7.0558
65057	9.285	7.7399	8.6039
NA	6.7769	7.0272	5.6629
NA	0	0.9157	1.1077
4703	6.8477	4.7864	9.4539
6786	10.6448	11.0647	12.369
49	0.8379	3.3023	0.4699
NA	12.8095	11.1844	11.2871
NA	13.3985	12.105	12.2318
NA	13.1025	12.0473	11.1974
10873	7.0239	5.3222	8.2893
64150	2.3036	2.1846	0.4699
NA	14.1317	14.0165	14.1056
2771	13.3887	12.7902	11.8005
2773	10.2664	10.6513	10.3162
NA	13.6931	11.9887	12.0765
NA	13.5702	11.7158	10.9467
NA	0	0	0
728989	1.3645	1.8717	2.1586
115330	8.4794	9.7994	7.8746
154449	0	0	0
353345	0	0	0
350383	0	0.9157	0.4699
4935	7.2865	5.3222	0.4699
54998	12.6407	11.6866	10.8002
5089	9.8229	9.7748	10.3822
11136	8.73	8.9403	9.149
125061	11.3913	11.942	10.5118
344758	0	0	0
NA	3.6793	2.8491	3.3561
3107	15.4041	14.7805	13.5416
56126	3.3853	3.4265	3.1834
NA	0.8379	3.0165	4.9008
9056	7.8463	8.9481	6.8401
10370	9.4072	10.0552	9.5629
4435	2.3036	2.1846	2.1586
6545	4.4244	2.8491	0
163732	11.2996	9.6402	9.0105
747	5.2482	4.8762	9.4194
30815	10.8955	10.3972	8.786
221955	9.1773	8.7395	9.1519
5204	13.3723	11.8768	11.5824
5203	9.1575	7.1761	8.3226
10471	10.8925	9.6482	10.5088
4524	9.1339	7.6019	9.1528
3135	5.5524	5.6586	6.689
121340	0	0	0.4699
8473	10.0218	10.0588	11.5089
4110	1.3645	0	0
84889	0	0	0
NA	0	0	0.4699
729396	0	0	0
1838	8.5294	7.4638	7.4257
84807	3.3853	2.4416	4.2257
NA	9.1635	9.3513	8.9223
1837	7.8949	5.7834	8.5866
43	6.0175	7.1035	8.2146
653247	0	0	0
4794	10.3207	7.9867	9.7396
100132399	0	0	0
100008586	0	0	0
10454	9.8116	9.4177	10.4918
NA	3.0155	4.5338	4.5677
122011	0	0.9157	0.8237
55015	7.2271	7.6215	8.4069
26043	5.3068	6.5145	6.8107
7290	9.2537	9.4829	9.4072
9610	6.9974	3.7454	5.1243
23061	11.1315	11.7515	11.7527
79890	9.8404	9.3163	9.5541
54453	8.1601	8.2148	7.5701
9615	10.1097	10.9289	10.4196
342897	0	0.9157	0
51741	8.4889	8.5443	7.9949
131149	0	0	0
63899	5.7055	6.7585	6.5921
NA	1.7494	2.1846	1.1077
6050	12.5935	11.886	12.0266
6207	13.8339	12.2941	12.5575
10845	9.0924	10.8978	10.1575
6205	15.3775	13.8257	13.6963
6204	13.6259	11.7917	12.4286
6218	14.371	12.7331	13.4584
3906	0	0	0
6209	13.8279	11.9633	11.9521
646243	0	0.9157	1.3448
8192	11.5749	10.6085	10.1667
1208	0	0	0
6222	14.8577	13.61	13.9931
3908	9.0351	8.4303	7.9234
NA	0	0.9157	0
9122	4.754	8.2614	3.4607
8737	9.9082	10.0743	10.4069
26524	7.1492000000000004	9.5847	8.2642
9113	3.3853	7.1035	7.2471
1650	12.7113	11.9735	12.0293
NA	2.5171	2.1846	0
NA	3.1496	7.4492	6.952
NA	7.4383	7.2867	6.9654
6698	0.8379	0	0.4699
81570	8.6838	9.5493	8.7491
126789	8.4794	7.6342	7.7867
NA	1.3645	0	0
80725	6.8962	6.1684	8.5216
3911	10.068	9.4449	10.3074
7283	10.7441	9.4971	10.7119
NA	5.0222	3.0165	2.278
1381	0	0	0
1382	5.4949	3.0165	1.1077
NA	0	0	0
NA	0	0	0
NA	0	0	0
NA	7.7858	7.4345	8.1476
345557	7.173	6.9151	3.4607
257068	4.0659	5.1883	5.9857
55344	10.4302	8.9712	9.8982
94026	0	0	0
646471	2.8677	5.9905	6.4906
NA	0	0	1.1077
NA	0	0	0
147687	5.3068	6.6093	5.7376
NA	0.8379	2.6597	0.8237
10078	11.2194	9.1619	9.4618
NA	4.575	5.5302	3.3008
NA	0	0	0
NA	8.7003	8.1306	8.511
58528	9.5922	8.434	10.4224
152007	9.4055	7.3818	6.7135
64121	4.2563	7.4638	7.3831
11010	7.631	7.9996	6.4411
NA	0	0	0
100132979	0	0	0
7098	6.3868	7.8713	6.2925
NA	10.928	8.6113	8.9578
5457	1.3645	0.9157	0.4699
5458	0	0	0
2678	9.4964	11.5762	10.7277
124975	5.8305	5.6874	0.8237
2686	8.4276	8.3306	8.8596
55283	2.8677	3.3023	1.5484
85302	6.1672	3.8143	6.5418
10156	7.1086	7.0848	5.639
81502	12.5948	11.7006	12.7014
5922	2.3036	4.6906	5.7376
NA	0	0	0
89	0	0	0
339184	2.3036	0	0
87	10.7428	11.302	11.4097
5727	5.9082	7.893	4.2551
NA	12.058	10.1562	11.5252
93323	7.6901	6.9256	7.4827
374462	0.8379	2.1846	0
81	12.4591	12.6093	13.4131
10978	8.2855	8.1622	7.7993
391002	2.7031	0.9157	4.0356
7430	10.6497	11.94	10.9787
79166	0	0.9157	0
5793	7.3644	8.2862	7.6552
219348	8.9934	4.9191	3.5103
NA	7.7221	6.3651	5.1398
5789	5.8892	8.5749	7.3045
5788	7.5456	10.5268	7.4577
5787	8.7112	10.129	7.8483
5786	9.8503	9.8446	10.4389
55559	9.5981	7.8876	9.0685
5800	4.6219	5.1164	3.5103
5798	1.3645	0	0
5797	8.2635	9.6045	7.6986
285605	6.0521	8.0795	7.9212
NA	0	0	0
56986	7.6956	7.9249	8.3364
NA	2.3556	2.4416	2.1195
NA	14.2664	14.2273	14.9381
11020	10.3593	8.3025	9.3496
90410	9.296	9.0838	8.9491
1368	10.4547	10.8298	10.132
NA	8.0475	8.1003	9.533
130749	3.3853	1.4714	0.4699
NA	8.071	7.7565	8.9884
390594	0	0	0
1362	10.7671	11.278	13.0802
1363	9.5458	10.1894	10.6828
6947	0	3.3023	0
NA	8.3155	0.9157	1.7352
8532	9.5744	6.304	2.8399
26130	8.6727	9.454	9.1332
286451	7.4383	8.1532	8.8584
NA	0	0	0
285855	8.9657	9.4685	9.6581
10858	3.4901	4.2273	2.3881
NA	0	0	0
NA	2.053	0	1.1077
64975	13.1979	11.0593	9.6477
NA	7.3849	7.3429	6.6486
65078	9.1111	8.2105	7.3115
1760	9.2179	7.5953	7.308
144715	5.3352	4.294	4.8631
7993	7.8756	9.4739	9.3691
55024	2.3036	5.1528	0
10810	6.4269	8.8517	4.6363
55423	5.6386	6.2378	3.6046
146547	6.8378	6.2878	3.0557
8448	3.0085	3.3608	0.8578
282775	0	0	0
NA	2.053	0.9157	2.278
8447	0	1.4714	0.8237
167681	2.5171	3.5408	4.4956
791115	0	0	0
9014	5.1234	6.3828	6.8546
NA	7.7441	8.3464	8.5765
246243	8.3286	7.6788	7.9235
1758	0	0	0
134391	0	0	0
27341	11.5753	9.9019	11.0778
57096	4.0659	4.0064	0.4699
2152	6.5891	6.6607	3.7766
3983	10.3628	10.3577	10.964
284358	5.1872	2.6597	4.6138
22885	10.5831	10.9158	11.2673
84448	6.6582	5.6109	7.9596
5053	12.5005	15.2786	12.7165
55532	7.9873	9.6968	9.1597
165829	0	0	0.4699
NA	7.2118	7.5953	7.6959
339501	0	0	0
114783	7.2938	2.6597	1.7268
151556	8.4076	8.6372	7.9949
79689	7.5934	10.1806	5.8381
2155	12.1786	13.1073	11.8309
767598	0	0	0
NA	9.1483	9.0821	8.8699
7350	0	0	0
2157	7.0669	9.6735	7.3009
NA	0	0.9157	0.4699
2158	11.67	14.4134	12.0565
284009	0	1.4714	0
7153	9.5136	5.9987	11.6085
6023	4.6219	4.0838	2.9873
NA	0.8379	0	1.5484
64399	6.6916	7.6912	3.3008
79366	6.0691	7.6084	7.7356
10473	9.4742	8.9763	9.6084
9324	10.4111	10.4169	10.2137
3151	13.6496	11.6413	11.8959
3150	11.8632	10.4009	10.7022
55190	3.1496	0	0.8237
2954	10.2929	11.9041	8.1319
4600	7.9738	8.3065	5.2168
5870	10.3136	11.5058	11.8798
51560	6.3029	5.6369	6.0953
4599	12.8168	11.3601	8.7998
149041	8.7139	9.3963	9.8472
646813	0	0	0
10752	1.7494	4.0838	0
9419	9.3886	8.3928	8.0567
24138	9.0481	9.3982	8.1574
138474	0	2.6597	3.8554
3437	10.3489	10.4593	8.3569
100132923	6.2677	5.2349	2.1118
3434	11.5471	10.8802	7.1836
NA	0	0	0
NA	0	0	0
NA	2.1303	1.9028	2.8962
NA	10.7619	10.1894	9.688
27334	2.8677	4.7393	1.7268
NA	10.9285	10.8186	10.8328
9343	11.2824	10.3529	11.1754
NA	8.4952	8.5443	9.2967
9636	13.7829	11.6121	9.2816
27324	5.2778	6.7226	8.4818
10206	8.1796	8.6173	7.844
100169951	0	0	0
84557	9.9478	10.5929	8.0504
440738	1.3645	2.1846	1.1077
100133172	0	0	0
11040	8.6043	8.8378	8.2875
267012	0	0	0
26259	7.4251	7.5618	8.1378
92086	4.9868	5.1528	3.6496
7068	8.5719	10.1618	9.531
91227	8.2374	9.2486	7.912
2873	12.6471	11.5124	11.6457
6579	2.7031	3.6467	5.5006
79184	7.5875	8.3345	8.3122
NA	7.4898	8.2148	8.5352
100033460	0	0	0
100033799	0	0	0
100033801	0	0	0
23567	8.3908	6.8829	7.7563
100033802	0	0	0
2665	12.363	12.6906	13.1057
64744	11.7592	11.3852	10.2207
2664	11.3352	10.4447	11.3256
26225	8.5109	9.9453	9.3833
25776	9.2995	8.6562	9.1709
390790	0	0	0.4699
221079	6.3594	8.2319	10.0144
NA	10.4061	10.6952	10.8612
NA	0	0	0
10613	10.4161	12.2029	10.115
11160	8.9978	11.0837	10.7264
10548	10.7998	10.757	10.7013
NA	6.5411	8.7573	6.0458
55879	0	0	0
2568	5.7693	6.0186	2.9873
NA	8.0561	7.3695	6.6784
3872	7.5577	2.1846	2.9155
3868	4.575	0	0
3866	5.0567	0	0.4699
NA	4.9133	5.2229	4.0356
3860	6.2591	0	0
3859	0	0	0
81470	0	0	0
3858	9.1131	8.1975	8.5967
2564	6.7769	4.6402	4.367
2563	7.6679	2.8491	6.8304
1396	10.1149	7.0466	6.271
401551	0.8379	0	0.4699
401262	9.0757	4.2273	6.5393
1397	12.108	10.1949	9.0911
9117	8.2524	8.4004	7.9795
9468	2.5171	2.8491	0.4699
64599	10.4094	9.454	10.4512
26058	9.3456	9.7965	10.122
NA	0	0.9157	1.1077
NA	1.7494	0	0.4699
653149	0	0	0
7088	11.8018	10.6465	10.6185
4253	0.8379	8.3966	7.4858
84224	3.6793	3.4265	5.3037
222236	8.3352	9.3458	9.0279
55672	8.0183	7.9766	8.6803
7091	7.2938	7.9406	5.0424
6708	0	0	0
116369	1.7494	1.4714	0.4699
138050	9.3281	10.8687	11.0595
9650	8.9296	10.0175	9.5022
5354	1.3645	3.0165	0
5355	9.9785	7.9406	9.9686
374500	6.7349	5.6624	5.3177
990	8.9867	5.1528	9.5489
8317	6.9705	4.0838	6.9202
23601	4.1322	0	2.3881
56889	11.4775	12.1275	11.5786
83953	5.8104	7.5753	4.4455
9946	8.2661	7.8466	7.528
NA	3.5878	2.1846	3.5582
10169	14.5809	13.4743	13.6047
NA	0	0	0
56123	1.7494	4.5338	4.1338
122742	0	0	0
56125	1.3645	2.1846	3.0557
401827	0	0	0
NA	0	0	0
57717	3.0155	4.2273	5.5955
56121	4.1322	3.7454	4.6363
9653	8.9862	9.8447	9.664
55521	2.7031	3.7454	2.278
NA	0	1.8717	1.1077
NA	11.4782	10.8687	9.8223
NA	9.3049	7.6215	6.9831
NA	3.1496	5.7422	5.766
55728	3.5878	7.6725	8.1535
26010	12.1154	11.9011	12.3279
27286	7.3295	4.6402	5.2168
NA	8.1954	9.2961	10.53
10	6.2591	10.942	5.2609
9	6.1672	8.5782	7.5225
NA	8.8079	8.1447	7.2619
9712	7.5024	10.0528	10.2452
767610	0	0	0
946	2.053	2.1846	0
64093	10.9338	12.5965	10.6399
2739	11.5633	11.8153	12.2267
259236	6.7769	3.7454	3.6046
284593	3.3853	2.4416	3.121
25816	7.8314	7.7097	6.2782
23017	4.0659	1.8717	1.1077
NA	7.3165	8.3757	5.57
196549	0	0	3.1962
619499	0	0	0
NA	9.5639	8.1518	9.6311
3164	8.9366	9.0626	8.4677
79750	0.8379	0.9157	0
6382	14.9371	14.8428	14.0682
162387	3.4901	0	0.8237
NA	9.8166	8.0412	8.7747
5802	8.4308	7.4345	4.8821
NA	8.8747	8.6391	7.6421
3749	6.6694	5.3847	5.2464
646486	0	0	0
9672	10.4203	11.3217	9.7061
9377	12.5417	11.2959	11.4328
1329	13.5279	11.848	11.5389
3748	6.5891	7.3741	5.8952
55717	8.6389	10.0211	9.6927
NA	10.8829	10.9868	11.1068
